NOME,DESCRIZIONE,ENGLISH DESCRIPTION,CATEGORIA,LATITUDINE (es. 46.281419),LONGITUDINE (es. 11.523885),VIA,CAP,LOCALITA'/CITTA',CONTATTO NOME,CONTATTO TELEFONO,CONTATTO EMAIL,CONTATTO FAX,CONTATTO URL,ORARI,SERVIZI,PREZZI (camera singola mezza pensione),TAG 1,TAG 2,TAG 3,TAG 4,TAG AGGIUNTIVI,CAPIENZA (letti),STORIA,CURIOSITA',COME ARRIVARE,ACCESSIBILITA'
Biblioteca Comunale di Trento – Sede centrale,,,Biblioteca,46.069664,11.121003,"Via Roma, 55 ",38122,Trento,,+39 0461 889521,info@bibcom.trento.it ,+39 0461 889520,www.bibcom.trento.it,lun-ven: 8.30–20.30; sab: 8.30-18.30 ,,,Libri,Relax,Cultura,,Servizi,,,,,
Biblioteca Comunale di Trento – Sede Clarina,,,Biblioteca,46.051567,11.128238,"Via Clarina, 2/1 ",38123,Trento,,+39 0461 889879,tn.clarina@biblio.infotn.it ,,www.bibcom.trento.it,lun: 9.00–12.30; lun-ven: 14.30–18.30,,,Libri,Relax,Cultura,,Servizi,,,,,
Biblioteca Comunale di Garniga Terme,,,Biblioteca,46.001008,11.086031,"Via dei Bagni di Fieno, 18",38060,Garniga Terme,,+39 0461 843338,,,,,,,Libri,Relax,Cultura,,Servizi,,,,,
Biblioteca Comunale di Vezzano,,,Biblioteca,46.078879,10.000200,"P.zza San Valentino, 3",38070,Vezzano,,+39 0461 340072,vezzano@biblio.infotn.it,+39 0461 340710,http://comune.vezzano.tn.it/?page_id=397,,,,Libri,Relax,Cultura,,Servizi,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Studio 1,,,Discoteca,46.050822,11.072705,Strada di Vaneze,38123,Trento,,,,,www.studiounodisco.it/studio.php  ,,,,Divertimento,Relax,Socializzare,,Servizi,,,,,
La Cantinota,,,Discoteca,46.069691,11.121088,"Via S. Marco, 22-24",38122,Trento,,+39 0461 238527,cantinota@hotmail.it,+39 0461 238527,www.cantinota.editarea.com,,,,Divertimento,Relax,Socializzare,,Servizi,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Poste Italiane,,,Posta - Corrieri,46.075654,11.118237,"Via Scopoli Giovanni Antonio, 51",38122,Trento,,+39 0461 823489,,,,,,,,,,,Servizi,,,,,
Poste Italiane,,,Posta - Corrieri,46.038818,11.131414,"Via Marighetto Ancilla, 19",38123,Trento,,+39 0461 920236,,+39 0461 925800,,,,,,,,,Servizi,,,,,
Poste Italiane,,,Posta - Corrieri,46.073128,11.059396,"Via di Vegiara, 155",38123,Sopramonte,,+39 0461 866133,,+39 0461 865634,,,,,,,,,Servizi,,,,,
Poste Italiane,,,Posta - Corrieri,46.067767,11.112756,"Lungadige S. Nicolò, 14",38122,Trento,,+39 0461 237937,,,,,,,,,,,Servizi,,,,,
Poste Italiane,,,Posta - Corrieri,46.055444,11.118314,"Via Dei Muredei, 8",38122,Trento,,+39 0461 921549,,+39 0461 930016,,,,,,,,,Servizi,,,,,
Poste Italiane,,,Posta - Corrieri,46.053261,11.131301,"Via Padre Eusebio Chini, 4",38123,Trento,,+39 0461 925538,,+39 0461 917530,,,,,,,,,Servizi,,,,,
Poste Italiane,,,Posta - Corrieri,46.049893,11.124869,"Via Alcide De Gasperi, 31",38123,Trento,,+39 0461 910304,,+39 0461 923443,,,,,,,,,Servizi,,,,,
Poste Italiane,,,Posta - Corrieri,46.058586,11.127447,"Viale Verona, 1",38123,Trento,,+39 0461 380911,,,,,,,,,,,Servizi,,,,,
Poste Italiane,,,Posta - Corrieri,46.071743,11.122770,"Via Antonio Gazzoletti, 43",38122,Trento,,+39 0461 274011,,,,,,,,,,,Servizi,,,,,
Poste Italiane,,,Posta - Corrieri,46.067167,11.123560,"Piazza Alessandro Vittoria, 20",38122,Trento,,+39 0461 275311,,,,,,,,,,,Servizi,,,,,
Poste Italiane,,,Posta - Corrieri,46.095809,11.118843,"Via Giovanni Battista Trener, 5",38121,Trento,,+39 0461 431911,,,,,,,,,,,Servizi,,,,,
Poste Italiane,,,Posta - Corrieri,46.077670,10.998849,"Via Roma, 43/1",38070,Vezzano,,+39 0461 864038,,,,,,,,,,,Servizi,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Antica Salumeria Belli,Vendita di carne e prodotti alimentari,Sale of meat and other types of food ,Prodotti tipici,46.074019,11.060518,"Piazza Oveno, 1",38123,Sopramonte,,+39 0461 866130,info@salumeriabelli.it,,http://www.salumeriabelli.it/,,,,Prodotti tipici,,,,Comprare,,,,,
Antica Salumeria Belli,Vendita di carne e prodotti alimentari,Sale of meat and other types of food ,Prodotti tipici,46.067167,11.123560,Piazza A. Vittoria,38122,Trento,,+39 0461 866130,info@salumeriabelli.it,,http://www.salumeriabelli.it/,,,,Prodotti tipici,,,,Comprare,,,,,
La Bottega degli Antichi Sapori,Prodotti alimentari tipici,Typical food,Prodotti tipici,46.068191,11.121307,"Via Belenzani, 56",38122,Trento,,+39 0461 260535,,,,,,,Prodotti tipici,,,,Comprare,,,,,
Cantina Sociale di Trento Le Meridiane S.C.A.,Vendita di vino e grappa,Sale of wine and grappa,Prodotti tipici,46.032785,11.130995,Via dei Viticoltori 2-4,38123,Trento,,+39 0461920186,,+39 0461911226,www.cantinasocialetrento.it,,,,Prodotti tipici,,,,Comprare,,,,,
Cantine Rotari / Nosio S.P.A.,Vendita di vino e grappa,Sale of wine and grappa,Prodotti tipici,46.202564,11.122026,"Via del Teroldego, 1",38016,Mezzocorona,,+39 0461 616399,info@mezzacorona.it ,+39 0461 605695,www.gruppomezzacorona.it,,,,Prodotti tipici,,,,Comprare,,,,,
Cantina Aldeno,Vendita di vino e grappa,Sale of wine and grappa,Prodotti tipici,45.980768,11.091773,"Via Roma, 76",38060,Aldeno,,+39 0461 842511,info@cantina-aldeno.it,,www.cantina-aldeno.it,,,,Prodotti tipici,,,,Comprare,,,,,
Cantine Ferrari - F.lli Lunelli,Vendita di vino e grappa,Sale of wine and grappa,Prodotti tipici,46.043122,11.112756,"Via Ponte di Ravina, 15",38123,Trento,,+39 0461 972311,info@cantineferrari.it,,www.cantineferrari.it,,,,Prodotti tipici,,,,Comprare,,,,,
Cavit - Cantina ed Enoteca,Vendita di vino e grappa,Sale of wine and grappa,Prodotti tipici,46.042214,11.113421,"Via del Ponte, 31",38123,Trento,,+39 0461 381711,cavit@cavit.it,+39 0461 912700,www.cavit.it,,,,Prodotti tipici,,,,Comprare,,,,,
Distilleria Segnana - F.lli Lunelli,Vendita di vino e grappa,Sale of wine and grappa,Prodotti tipici,46.043122,11.112756,"Via Ponte Ravina, 13",38123,Trento,,+39 0461 972311,info@segnana.it,,www.segnana.it,,,,Prodotti tipici,,,,Comprare,,,,,
Maso Bergamini,Prodotti alimentari tipici,Typical food,Prodotti tipici,46.094022,11.131381,"Loc. Bergamini, 3 ",38121,Cognola,,+39 0461 983079,info@masobergamini.com,,www.masobergamini.com,,,,Prodotti tipici,,,,Comprare,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercato del Contadino,"Vendita di prodotti alimentari, soprattutto verdure","Sale of food, above all vegetables",Mercatini-Mercato,46.071146,11.120438,Piazza Dante,38122,Trento,,,,,,ogni sabato esclusi i festivi: 7.30-13.00,,,Prodotti tipici,,Mercatini,,Comprare,,,,,
Mercato del Contadino,"Vendita di prodotti alimentari, soprattutto verdure","Sale of food, above all vegetables",Mercatini-Mercato,46.059068,11.120149,Via Fabio Filzi,38122,Trento,,,,,,ogni mercoledì esclusi i festivi: 7.30-13.00,,,Prodotti tipici,,Mercatini,,Comprare,,,,,
Mercato dei Prodotti Alimentari,"Vendita di prodotti alimentari, anche tipici","Sale of food, above all typical",Mercatini-Mercato,46.067167,11.123560,Piazza Vittoria,38122,Trento,,,,,,lunedì-sabato: 7-13,,,Prodotti tipici,,Mercatini,,Comprare,,,,,
Mercato settimanale,Vendita di prodotti di ogni genere,Sale of all kind of products,Mercatini-Mercato,46.066836,11.120642,Centro storico,38122,Trento,,,,,,ogni giovedì: 7.15-14,,,Prodotti tipici,,Mercatini,,Comprare,,,,,
Mercatino dei Gaudenti,Mercatino delle pulci,Flea-market,Mercatini-Mercato,46.066061,11.123937,Piazza Garzetti,38122,Trento,,,,,,ogni secondo sabato del mese,,,Prodotti tipici,,Mercatini,,Comprare,,,,,
Mercatini di Natale,Prodotti tipici (e non) di tutti i tipi,All kind of typical products (but not only),Mercatini-Mercato,46.065228,11.123270,Piazza di Fiera,38122,Trento,,,,,http://www.mercatinodinatale.tn.it,da 23/11 a 30/12; Tutti i giorni dalle 10 alle 19.30; 25/12 chiuso; 26/12 dalle 14 alle 19.30,,,Prodotti tipici,Cibo di strada,Mercatini,,Comprare,,,,,
TRENTO FIERE S.P.A.,,,Mercatini-Mercato,,,"Via Briamasco, 2",38121,Trento,,+39 0461 230264,info@trentofiere.com,+39 0461 986825,www.trentofiere.com,,,,Prodotti tipici,,Mercatini,,Comprare,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azienda per il Turismo Trento, Monte Bondone, Valle dei Laghi",Ufficio di Trento,Tourist Information Office in Trento,Souvenir,46.069636,11.121366,"Via Manci, 2",38122,Trento,,+39 0461 216000,informazioni@apt.trento.it,+39 0461 216060,www.discovertrento.it,9.00-19.00,,,,,,,Comprare,,,,,
"Azienda per il Turismo Trento, Monte Bondone, Valle dei Laghi",Ufficio Monte Bondone,Tourist Information Office on the Monte Bondone,Souvenir,46.050889,11.072877,"Strada di Vaneze, 13",38123,Trento,,+39 0461 947128,montebondone@apt.trento.it,+39 0461 947188,www.discovermontebondone.it,9.00-12.30 e 15.00-17.30; aperto dicembre–marzo e luglio-agosto,,,,,,,Comprare,,,,,
"Azienda per il Turismo Trento, Monte Bondone, Valle dei Laghi",Ufficio Monte Bondone,Tourist Information Office on the Monte Bondone,Souvenir,46.000874,11.086009,"Via Bagni di Fieno, 18",38060,Garniga Terme,,+39 0461 842586,garnigaterme@apt.trento.it,+39 0461 843098,www.discovermontebondone.it,Lun-ven 9.00-13.00 e 13.30-17.30,,,,,,,Comprare,,,,,
"Azienda per il Turismo Trento, Monte Bondone, Valle dei Laghi",Ufficio Valle dei Laghi,Tourist Information Office in Vezzano,Souvenir,46.075419,10.996386,"Via Roma, 61/1",38070,Vezzano,,+39 0461 864400,valledeilaghi@apt.trento.it,+39 0461 864535,www.discovervalledeilaghi.it,Lun-sab 8.30-12.30 e 14.00-18.00,,,,,,,Comprare,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Bren Center,Centro commerciale,Shopping centre,Centro commerciale-Grande magazzino,46.093739,11.114816,"Via Giovanni Battista Trener, 16",38121,Trento,,+39 0461 821256,,,,,,,,,,,Comprare,,,,,
Top Center,Centro commerciale,Shopping centre,Centro commerciale-Grande magazzino,46.090138,11.116189,"Via del Brennero, 320",38121,Trento,,+39 0461 828066,,,,,,,,,,,Comprare,,,,,
Big Center,Centro commerciale,Shopping centre,Centro commerciale-Grande magazzino,46.044880,11.129751,"Via Degasperi, 16",38123,Trento,,+39 0461 362600,,,,,,,,,,,Comprare,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
CASSA RURALE DELLA VALLE DEI LAGHI – Filiale di Terlago,,,Banca- Bancomat-Cambiovaluta,46.097345,11.045170,"Via Roma, 6",38070,Terlago,,+39 0461 860270,,+39 0461 860290,www.cr-vallelaghi.net,,,,,,,,Servizi,,,,,
CASSA RURALE DELLA VALLE DEI LAGHI – Filiale di Vezzano,,,Banca- Bancomat-Cambiovaluta,46.075950,10.996899,"Va Roma, 61/2",38070,Vezzano,,+39 0461 864044,,+39 0461 864722,www.cr-vallelaghi.net,,,,,,,,Servizi,,,,,
CASSA RURALE DI ALDENO E CADINE BCC S.C.,,,Banca- Bancomat-Cambiovaluta,45.977536,11.091264,"Via Roma, 1",38060,Aldeno,,+39 0461 842517,,+39 0461 842101,www.cr-aldeno.net,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO,,,Banca- Bancomat-Cambiovaluta,46.067961,11.121514,"Via Belenzani, 6",38122,Trento,,+39 0461 206111,info@cr-trento.net,+39 0461 206123,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO – Filiale 07 di Trento città,,,Banca- Bancomat-Cambiovaluta,46.067961,11.121514,"Via Belenzani, 4 ",38122,Trento,,+39 0461 206217,webfil07@cr-trento.net,+39 0461 206209,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO – Filiale 01 di Trento città,,,Banca- Bancomat-Cambiovaluta,46.058066,11.132803,"Largo Medaglie d'oro, 8/1 ",38122,Trento,,+39 0461 206511 ,webfil01@cr-trento.net,+39 0461 913775,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO – Filiale 02 di Trento città,,,Banca- Bancomat-Cambiovaluta,46.078527,11.122867,"Via Brennero, 94 ",38121,Trento,,+39 0461 206561,webfil02@cr-trento.net,+39 0461 828042,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO – Filiale 03 di Trento città,,,Banca- Bancomat-Cambiovaluta,46.056672,11.120206,"Via Don Sordo, 3 ",38122,Trento,,+39 0461 206532,webfil03@cr-trento.net,+39 0461 931660,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO – Filiale 06 di Trento città,,,Banca- Bancomat-Cambiovaluta,46.053007,11.124232,"Via Gandhi, 10 ",38123,Trento,,+39 0461 206522,webfil06@cr-trento.net,+39 0461 395266,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO – Filiale 08 di Trento città,,,Banca- Bancomat-Cambiovaluta,46.091734,11.105054,"Via del Commercio, 30 ",38121,Trento,,+39 0461 206582,webfil08@cr-trento.net,+39 0461 422098,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO – Filiale 13 di Trento città,,,Banca- Bancomat-Cambiovaluta,46.064877,11.123262,"Via Santa Croce, 4 ",38122,Trento,,+39 0461 206632,webfil13@cr-trento.net,+39 0461 238529,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO – Filiale 18 di Trento città,,,Banca- Bancomat-Cambiovaluta,46.088598,11.121165,"Via Solteri, 39/6",38121,Trento,,+39 0461 206682,webfil18@cr-trento.net,+39 0461 830743 ,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO – Filiale 21 di Trento città,,,Banca- Bancomat-Cambiovaluta,46.090495,11.116468,"Via Brennero, 320 Top Center ",38121,Trento,,+39 0461 206711,webfil21@cr-trento.net,+39 0461 422212,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO – Filiale 22 di Trento città,,,Banca- Bancomat-Cambiovaluta,46.044880,11.129751,"Centro Direz.Trento Sud, 6 - Big Center ",38123,Trento,,+39 0461 206731,webfil22@cr-trento.net,+39 0461 331105,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO – Filiale 24 di Trento città,,,Banca- Bancomat-Cambiovaluta,46.107819,11.091836,"Via Innsbruck, 17 - Interporto ",38121,Trento,,+39 0461 206770,webfil24@cr-trento.net,+39 0461 959070,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
CASSA RURALE DI TRENTO – Filiale 33 di Trento città,,,Banca- Bancomat-Cambiovaluta,46.066705,11.129454,"Via Grazioli, 38 ",38122,Trento,,+39 0461 206831,webfil33@cr-trento.net,+39 0461 221606,www.cassaruraleditrento.it,,,,,,,,Servizi,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Castello del Buonconsiglio,"Il Castello del Buonconsiglio è il maggiore complesso monumentale del Trentino e sede ogni anno di mostre di grande successo. Il Castello del Buonconsiglio, addossato alle duecentesche mura cittadine, fu la residenza dei principi vescovi di Trento dalla seconda metà del XIII secolo fino alla secolarizzazione del principato, nel 1803.  Edificato con funzioni difensive sopra un rilievo roccioso come castrum romano, dal XIII secolo divenne vera e propria fortezza. Con l’invasione napoleonica, Pietro Vigilio Thun abbandonò il castello che poi divenne caserma militare austriaca. Durante la Prima Guerra Mondiale qui si svolse il processo agli irredentisti Cesare Battisti, Fabio Filzi e Damiano Chiesa. Lo Stato italiano, proprietario dal 1918, lo ha passato alla Provincia autonoma di Trento nel 1974 eoggi ospita il Museo Provinciale d'Arte, monumenti e collezioni provinciali. Numerose sono le collezioni d'arte, di dipinti, sculture, opere grafiche, codici miniati, stufe in maiolica, nonché le raccolte archeologiche e numismatiche. Tra gli affreschi barocchi e gotici il Ciclo dei Mesi, considerato come uno degli esempi più importanti del gotico internazionale.Il Castello del Buonconsiglio è il maggiore complesso monumentale del Trentino e sede ogni anno di mostre di grande successo. Il Castello del Buonconsiglio, addossato alle duecentesche mura cittadine, fu la residenza dei principi vescovi di Trento dalla seconda metà del XIII secolo fino alla secolarizzazione del principato, nel 1803.  Edificato con funzioni difensive sopra un rilievo roccioso come castrum romano, dal XIII secolo divenne vera e propria fortezza. Con l’invasione napoleonica, Pietro Vigilio Thun abbandonò il castello che poi divenne caserma militare austriaca. Durante la Prima Guerra Mondiale qui si svolse il processo agli irredentisti Cesare Battisti, Fabio Filzi e Damiano Chiesa. Lo Stato italiano, proprietario dal 1918, lo ha passato alla Provincia autonoma di Trento nel 1974 eoggi ospita il Museo Provinciale d'Arte, monumenti e collezioni provinciali. Numerose sono le collezioni d'arte, di dipinti, sculture, opere grafiche, codici miniati, stufe in maiolica, nonché le raccolte archeologiche e numismatiche. Tra gli affreschi barocchi e gotici il Ciclo dei Mesi, considerato come uno degli esempi più importanti del gotico internazionale.","The Castello del Buonconsiglio is a museum as well as the largest monumental complex in Trentino-Alto Adige. The Castle (Castello del Buonconsiglio), built up against the 13th city walls, served as the residence of the Bishops of Trento from the second half of the 13th century until the secularization of the principality in 1803. Built for defence purposes on a rocky relief as a Roman ""castrum"", it became a real fortress in the 13th century. During the invasion of Napoleon, Pietro Vigilio Thun abandoned the castle which then became an Austrian military barracks. During the First World War the trial against the irredentists Cesare Battisti, Fabio Filzi and Damiano Chiesa took place there. The Italian State, which became the owner of the castle in 1918, gave it to the Autonomous Province of Trento in 1974. Today it is the seat of the Museo Provinciale d'Arte (Provincial Art Museum), monuments and provincial art collections. It holds numerous collections of art, paintings, sculptures, graphic works, miniate codes, majolica ovens, as well as archaeological and numismatic collections. Among its many Baroque and Gothic frescoes, an outstanding work is the Ciclo dei Mesi (Cycle of the Months) considered one of the most significant examples of international Gothic style in the world. The Castello del Buonconsiglio is a museum as well as the largest monumental complex in Trentino-Alto Adige. The Castle (Castello del Buonconsiglio), built up against the 13th city walls, served as the residence of the Bishops of Trento from the second half of the 13th century until the secularization of the principality in 1803. Built for defence purposes on a rocky relief as a Roman ""castrum"", it became a real fortress in the 13th century. During the invasion of Napoleon, Pietro Vigilio Thun abandoned the castle which then became an Austrian military barracks. During the First World War the trial against the irredentists Cesare Battisti, Fabio Filzi and Damiano Chiesa took place there. The Italian State, which became the owner of the castle in 1918, gave it to the Autonomous Province of Trento in 1974. Today it is the seat of the Museo Provinciale d'Arte (Provincial Art Museum), monuments and provincial art collections. It holds numerous collections of art, paintings, sculptures, graphic works, miniate codes, majolica ovens, as well as archaeological and numismatic collections. Among its many Baroque and Gothic frescoes, an outstanding work is the Ciclo dei Mesi (Cycle of the Months) considered one of the most significant examples of international Gothic style in the world. ",Museo,46.071533,11.126296,"Via Bernardo Clesio, 5",38122,Trento,,+39 0461 233770,info@buonconsiglio.it,+39 0461 239497,www.buonconsiglio.it,,,,Divertimento,Cultura,Storia,Arte,Tempo libero,,,,,
